,Date,Tweets,Prices
790,2014-02-07,AAPL Apple Inc AAPL news Apple A ShareholderFriendly Board Should Help The   Seeking Alpha httptcoKSmXqPu0gh,18
791,2014-02-07,RT TysonLeifer Strategies for Options traders Webinar on wednesday httptcoWl8EvLIRcQ NFLX AAPL,18
792,2014-02-07,Keep this AAPL and WYNN on watch for major breakout It has potential,18
793,2014-02-07,AAPL Crucial jobs report in focus for Wall Street httptcoAQ077rY1Yr,18
794,2014-02-07,RT elephantspaychk All this talk of AAPL buybacks TV health bandiWatch amp fingerprint payments Im also expecting an April dividend i,18
795,2014-02-07,High performance daytrading Check out trade httptcoZYZrsNqA9g AAPL PCLN,18
796,2014-02-07,Google tops Exxon to become second most valuable US company httptcoTtDtvCyJoJ via MarketWatch GOOG XOM AAPL,18
797,2014-02-07,RT Metalbanker AAPL iPhone6 Release Date Specs News and Rumors Gallium Polysilicon httptcooRbdfEfes8,18
798,2014-02-07,AAPL  Londons Metropolitan Police to get iPads to help fight crime gt httptcoEnna4axJ78 stock stocks stockaction,18
799,2014-02-07,My 2514 tweet about AAPL needing an iCahn tweet to get to 520 amp above 10sma iCahn tweets today amp BOOYAH 520 httptcoERqVc30Gwz,18
800,2014-02-07,RT WeldonSchoemer This is extreme daytrading Check out trade httptcoorsszMYFbz NFLX AAPL,18
801,2014-02-07,AAPL well good job bulls LOL u idiots nicely left this as an ISLAND REVERSAL,18
802,2014-02-07,RT CarlCIcahn Tim Cook again confirms AAPL will launch new products in new categories plural this year Wall Street apparently still,18
803,2014-02-07,Candle on AAPL looking pretty bearish,18
804,2014-02-07,APPLE Intraday Comments  Update 2 on The Fade   AAPL aapl httptcoTanihYtK0p,18
805,2014-02-07,Somehow huge AAPL amp MSFT share buybacks remind me of Nokia NOK share buybacks 20032010 total 186Bn httptco6rIKZUwRmI,18
806,2014-02-07,RT TomSuccop 40 to 100 with Options on a daily basis Must attend webinar httptcoMYX180RgZz NFLX AAPL,18
807,2014-02-07,Apple iPhone ASPs Are Certain To Fall AAPL aapl httptco93KdT7gh2j,18
808,2014-02-07,Best Stock Newsletter on SXL NAVG ENR AAPL I suggest httptcoD4qVK8ZC5Y,18
809,2014-02-07,Apple repurchases 14B of own shares in 2 weeks AAPL httptco8x7FJu2s0B AAPL,18
810,2014-02-07,AAPL Apple Just Bought Equipment To Make 100200 Million ScratchProof iPhone   Business Insider httptcoILQnSG7268,18
811,2014-02-07,GTAT takeover target by AAPL Oh My  httptcou2lOxGH3Yt,18
812,2014-02-07,RT WSJeurope Apple repurchases 14 billion of its own shares in two weeks  httptcoq7lxeus1Hj AAPL,18
813,2014-02-07,RT CarlCIcahn GOOG  19x2014 est operating profit At same multiple AAPL1245 per share Ridiculous Keep buying Tim You still hav,18
814,2014-02-07,AAPL  video Was Apples 14B Buyback Done to Appease Icahn gt httptcoEbsrX9OovW stock stocks stockaction,18
815,2014-02-07,RT businessinsider It Takes 100 Swipes To Find The Latest Hot iPhone App And Thats Dangerous For Apple AAPL GOOG httptco65ncDRe,18
816,2014-02-08,RT TravisHoward5 FB ended the day on very bullish momo Long feb14th 6350 calls plz let FB move like AAPL did this week httptcol,18.0
817,2014-02-08,RT CarlCIcahn GOOG  19x2014 est operating profit At same multiple AAPL1245 per share Ridiculous Keep buying Tim You still hav,18.0
818,2014-02-08,RT GavinGreenberg AAPL Will Apples iPhone 6 Phablet Push The Usability Of iOS To A Breaking P httptcoxjsrS5paXb,18.0
819,2014-02-08,RT DanielEran Apple CEO timcook isnt buying stock to prop up AAPL share price Hes taking advantage of irrationally low prices set b,18.0
820,2014-02-08,jimcramer how do we get on am I diversified AAPL ETP SBUX ROL DATA ,18.0
821,2014-02-08,Apple repurchases 14B of own shares in 2 weeks AAPL httptcoK5bNfhOaRR,18.0
822,2014-02-08,Trades produce 100 same day 40 returns in minutes video httptcoCAGzuDx8o5 AAPL GOOG,18.0
823,2014-02-08,Big bang profits with Options Watch video httptcohVboBOoIP7 AAPL PCLN,18.0
824,2014-02-08,RT ZacheryNajarro Trades produce 100 same day Check out trade httptco1c7PyBoRuQ AAPL GOOG,18.0
825,2014-02-08,RT TravisCarinio Catch reversals accurately Check out trade httptcoXGSXRlKMgj AAPL PCLN,18.0
826,2014-02-08,RT jimcramer AAPLs 14 billion buyback is more than just a sign of confidence httptcokZz2V3s2c9,18.0
827,2014-02-08,RT WaldoMihalak Daytraders dream trades Must attend webinar httptcoWEzNKfHWdu AAPL PCLN,18.0
828,2014-02-08,RT WalkerDellaport Average 50 on every daytrade Killer webinar httptco9xJ618tFud AAPL GOOG,18.0
829,2014-02-08,Laser targeted signals for powerful returns Must attend webinar httptcow1G7vXrRkt FB AAPL,18.0
830,2014-02-08,Apple buyback burnishes earnings per share may soothe critics AAPL aaplhttptcoBjYt2ld3MW,18.0
831,2014-02-08,RT lauramandaro Apple is really pissing off the bitcoin community AAPL bitcoin httptcoDt4QSHk53v,18.0
832,2014-02-09,RT YongLimbaugh Trades produce 100 same day Try FREE for 1 week httptcoKpOTISL3Iu AAPL GOOG,18.0
833,2014-02-09,Android Instability httptcommVzpUXE54 GOOG GOOGLE SSNLF AAPL,18.0
834,2014-02-09,Account doubling system Sign up FREE for a week httptcoaHHswOKCxR FB AAPL,18.0
835,2014-02-09,RT NorthmanTrader BREAKING AAPL announcing new Mac supporting Windows httptcog97M06UaoD,18.0
836,2014-02-09,High performance daytrading Get Free 1 week Alerts httptcorsK5hVYUEz AAPL GOOG,18.0
837,2014-02-09,RT TonyDezarn Trades produce 100 same day Sign up for Free 1 week Alerts httptcoQhJ4u2hJVf AAPL GOOG,18.0
838,2014-02-09,RT JeffMacke 3 reasons Apples commie buyback policy befouls the stock market httptcozJPHwUni1h AAPL YahooFinance,18.0
839,2014-02-09,AAPL Apple Inc AAPL news 2014 Will Be The Tipping Point For Apple httptcop5qdp9jExX,18.0
840,2014-02-09,RT WalkerDellaport Trades produce 100 same day Try FREE for 1 week httptco9xJ618tFud FB AAPL,18.0
841,2014-02-09,Is it breakout time on NEBS CLGX AYR  AAPL View now httptcogrMVirChJn,18.0
842,2014-02-10,Steve Jobs featured in new American Cool exhibit at the National Portrait Gallery AAPL aapl httptcoP3lhAdYCdP,18
843,2014-02-10,AAPL ISS Sides With Apple in Battle Against Icahn  New York Times httptcoLLJzJLJE13,18
844,2014-02-10,AAPL  Google becomes number two in market value gt httptcoJj4EnA4s3s stock stocks stockaction,18
845,2014-02-10,RT BloombergTV BREAKING Icahn says no reason to persist with Apple buyback proposal AAPL,18
846,2014-02-10,RT tradingview AAPL chart by bigrediska httptcoxGhxg93kwQ AAPL,18
847,2014-02-10,Bullish on these stocks MRX NUAN SNT AAPL Goto httptcoAzTearq1cR,18
848,2014-02-10,Apple Given New 59000 Price Target at Needham amp Company AAPL httptcoEMunLPpyQ8,18
849,2014-02-10,Dear AAPL Cheers on buyback Pls make it easier to REVIEW APPS on iPhone Push leads2 multiple screens none allow me write rev CNBCpro,18
850,2014-02-10,So now that CarlCIcahn is pleased with AAPL amp Tim Cook will he spend more time harassing John Donahoe amp EBAY to spinoff PayPal,18
851,2014-02-10,Ichan is a big poker player its equally important to know when to fold David Faber AAPL,18
852,2014-02-10,RT ZacharyFrezza Precision trade entries for 100 gain  Sign up FREE for a week  httptcoVk0uGmFq0D AAPL GOOG,18
853,2014-02-10,RT davidfaber Proxy advisor ISS opposes Icahns AAPL shareholder proposal for repurchase of 50b in stock this FY Praises boards effor,18
854,2014-02-10,Apple AAPL has now gained back 60 of the losses it experienced from the day before earnings to its recent lows,18
855,2014-02-10,AAPL chart httptcoYNN7SPAUAw,18
856,2014-02-10,RT CNNMoney Google is now worth more than Exxon Mobil But Apple is still worth the most httptcopVYXAyokbS GOOG XOM AAPL,18
857,2014-02-10,Thinking of Investing in INGR FTEK WLDN AAPL Give it a try httptcomazWCASKC0,18
858,2014-02-10,RT WaltonTeixeira Maximum daytrading profits Free alerts for a week try now httptcoZnVq70a5zY NFLX AAPL,18
859,2014-02-10,arl Icahn CarlCIcahn  Feb 7GOOG  19x2014 est operating profit At same multiple AAPL1245 per share Ridiculous Keep buying Tim,18
860,2014-02-10,RT WillardCallejo Maximum daytrading profits Get Free 1 week Alerts httptcobKYYiIr0yB AAPL GOOG,18
861,2014-02-10,Google is now worth more than Exxon Mobil But Apple is still worth the most httptcopVYXAyokbS GOOG XOM AAPL,18
862,2014-02-10,trespost good calls on AAPL and gold btw,18
863,2014-02-10,RT SeekingAlpha Microsoft This Small Clue Could Mean Big Growth httptcovREfsbyyKP AAPL APPLE MSFT,18
864,2014-02-10,AAPL Apple Gets Backing Against Icahn Proposal httptcorSyQuJlzQR,18
865,2014-02-10,AAPL is a trend setter so without a new trend it wont stay up for long I dont know why they dont get involved in the GPS watch market,18
866,2014-02-10,RT CNNMoney Icahn drops his monthslong campaign to get Apple to buy back more of its stock httptcouAw7T71cVz AAPL,18
867,2014-02-10,Trades produce 100 same day TRY FREE httptcoFCkmoDEZee FB AAPL,18
868,2014-02-10,AAPL Apple Inc AAPL news Apple Investors Should Keep Cool Just Like Carl Icahn httptcoKg4Z499uNw,18
869,2014-02-10,RT NorthmanTrader BREAKING AAPL announcing new Mac supporting Windows httptcog97M06UaoD,18
870,2014-02-10,RT bespokeinvest Apple AAPL has now gained back 60 of the losses it experienced from the day before earnings to its recent lows,18
871,2014-02-10,Icahn concedes on AAPL httptcoiAhTEhPuZs cites recent 14 Bil buybacks httptco1qznX5DPAJ,18
872,2014-02-10,RT SquawkStreet Now NYC Comptroller scottmstringer on Icahn AAPL httptcozSibnbsaSy,18
873,2014-02-11,RT WillardCallejo Trades produce 100 same day Try FREE for 1 week httptcoYj3tOTAzmp AAPL PCLN,19
874,2014-02-11,AAPL  Midday movers Apple Darden Restaurants amp More gt httptcolPP4NUrvEo stock stocks stockaction,19
875,2014-02-11,RT Hwayoutaline GS SPY GE MMM AAPL We Are ABSOLUTELY Killing It Join Us httptco6cy8dv5BMN GS OptionsTraders Stocks,19
876,2014-02-11,AM Anticipation 0211 Focus on JanetYellen and Fed amp Apple amp Google being watched AAPL GOOG httptco1yN4uPAWHA,19
877,2014-02-11,This is extreme daytrading Try FREE for 1 week httptco0yNuxZvQnq AAPL GOOG,19
878,2014-02-11,Find the next GLDD UCTT FSNN AAPL I suggest httptco8pKdyrN7Ub,19
879,2014-02-11,AAPL  Who won the battle of the Apple antitrust monitor gt httptcoX2zuTEiKK7 stock stocks stockaction,19
880,2014-02-11,RT WaldoMihalak High performance daytrading Free alerts for a week try now httptcoPuw5W6jX8N AAPL GOOG,19
881,2014-02-11,RareEarths prices are higher again this morning MCP should see nice action as REE prices are bouncing back 120 upside AAPL GOOG FB,19
882,2014-02-11,Top ticker lookups on httptcoE6yr9ENnYt yesty AAPL BAC FB GE C TSLA TWTR BBY  apols for tardiness,19
883,2014-02-11,Extreme Options trading for 100 returns Sign up for Free 1 week Alerts httptcoVGzdHEK1vp FB AAPL,19
884,2014-02-11,SquawkStreet jimcramer GOOG AAPL NFLX must join forces to  build out nation wide state of art fiber system ATT amp Comcast wont do it,19
885,2014-02-11,Are you buying CLRX KOG RELL AAPL Check out httptcoPqx3qDUuuc,19
886,2014-02-11,61point8 It spooks me all the time  in fact youve given me my first two AAPL trades ever   Thanks,19
887,2014-02-11,RT CarlCIcahn GOOG  19x2014 est operating profit At same multiple AAPL1245 per share Ridiculous Keep buying Tim You still hav,19
888,2014-02-11,AAPL CHART VIDEO httptcod3tAH60gB3  stocks stockpicks trading stockmarket markets AAPL Apple httptcoJQDiSIJP2W,19
889,2014-02-11,AAPL more new highs for day,19
890,2014-02-11,CarlCIcahn Wall street prove fashionably late for the most part Great pick AAPL If anyone is still left out theyre unfashionable,19
891,2014-02-12,High performance daytrading Free trial now httptcouxK7PgAkWv AAPL GOOG,19
892,2014-02-12,AAPL  Apple loses bid to remove antitrust monitor following ebook row gt httptco2FS388cdhq stock stocks stockaction,19
893,2014-02-12,This Morning FireEye Tanks Awaiting Cisco Debating Apples Outlook  Tech Trader Daily  FEYE CSCO AAPL S httptcoJjCwfage9D,19
894,2014-02-12,RT MrTopStep GOOG AAPL Dragging the SampP down sellstops sellprograms,19
895,2014-02-12,Commented on StockTwits anyway AAPL is a different stock than in 2012 httptcotqrrRjRZ9N,19
896,2014-02-12,Free week alerts on Daytrademax  Make 40 to 80 in 1 day httptcoFCkmoDEZee AAPL PCLN,19
897,2014-02-12,This morning jimcramer is talking about AAPL new products buzz in Converged Mobility ConvergedMobility Apple,19
898,2014-02-12,RT TysonLeifer This is extreme daytrading Sign up for Free 1 week Alerts httptcoqbx14Bqlag AAPL GOOG,19
899,2014-02-12,Mobile phone market hits the great moderation httptco5nMBb9dlwh IBDBlogs via IBDinvestors  AAPL MSFT NOK GOOG BBRY,19
900,2014-02-12,AAPL set top box story with Time Warner ready to blow up twitter in  321,19
901,2014-02-12,AAPL iTunes scale and volume hard to ignore  nearly half of Googles core business and growing faster httptcoc4lhXQQSHE,19
902,2014-02-12,Get more winners like NYCB KMPR XEC AAPL money httptcoHivqfXIcNn,19
903,2014-02-12,This is extreme daytrading Sign up FREE for a week httptcoLCVpuaJbFc AAPL PCLN,19
904,2014-02-12,RT Forbes In January retail investors bought AAPL sold FB and traded like professionals httptco4Z3ZkPhNuR,19
905,2014-02-12,Pennystock Research on GCI AAPL BSX PCLN NASDAQ httptco2zLa6Mffft,19
906,2014-02-12,APPLE  Technicals Levels  Intraday  Update  AAPL aapl httptcorMJvO9uNO9,19
907,2014-02-12,RT howardlindzon iTunes is a fortune 500 company and why asymco is a more important follow on all things AAPL than Carl Icahn http,19
908,2014-02-13,High performance daytrading Get Free 1 week Alerts httptcoS1gMmm7iCk NFLX AAPL,19
909,2014-02-13,Did GOOG just surpass XOM to become the second largest company in the world by market cap behind AAPL,19
910,2014-02-13,AAPL Apple Inc AAPL news Apple Heading To 750 Cisco Still Reinventing Itself  httptcoKtc1s8c4bd,19
911,2014-02-13,AAPL Photos of Purported iPhone 6 Leak  IGN httptcoaEDJfUsAb8,19
912,2014-02-13,RT TraceyCottman Extreme Options trading for 100 returns Sign up for Free 1 week Alerts httptcohEuPcdbkK8 AAPL GOOG,19
913,2014-02-13,If you include the dividend payout AAPL is essentially flat from right before its most earnings report,19
914,2014-02-13,Let me trash TWTR AAPL amp WFM on Twitter between bites of my quinoa saladwoops got some on my Macbook anyways like i was saying,19
915,2014-02-13,AAPL Apple Says Suppliers Forgo a Disputed Metal  Wall Street Journal httptcobjuJOe8Vtw,19
916,2014-02-13,Todays Stocks to Watch HPQ ARE NTAP  AAPL financial httptcoIP5xfWMozn,19
917,2014-02-13,RT TonyDezarn Killer Daytrading system for stocks futures options Free trial sign up now httptcoK0tifSW22p AAPL GOOG,19
918,2014-02-13,AAPL trying to keep the sentiment meter down gt ,19
919,2014-02-13,AAPL  1209 pm Apple edges up toward session high at 54269 its 50 sma is a gt httptco6r1SFBhebN stock stocks stockaction,19
920,2014-02-13,all out AAPL  325 for 165 103 profits,19
921,2014-02-13,IanNelson9 not a bad call  SPY SPX QQQ FB TWTR AAPL,19
922,2014-02-13,AAPL thats a strong move for a thursday Looks like so far the OI is not having much effect this week Nicely surprising,19
923,2014-02-13,set top box biz is not interesting AAPL,19
924,2014-02-13,RT WilsonManson Triple digit returns from daytrades Get Free 1 week Alerts httptco9XJvBc52dx FB AAPL,19
925,2014-02-13,AAPL fresh numbers from yesterday 520529531 sup 537 res with 539 yesterdays high and 541 547 Enjoy the ranges,19
926,2014-02-13,Apple iPhone 5C Is No Flop httptcoEKFeijGrPN AAPL,19
927,2014-02-13,AAPL Apple TimeWarner in talks over new Apple TV device  report httptcoU2GISWNsy3,19
928,2014-02-13,AAPL,19
929,2014-02-13,RT dailyAAPL Apple stock update  AAPL 53589 down 003 001 on Wed Feb 12 2014 at 155900 EST close  httptcow4IphPgCCl,19
930,2014-02-13,AAPL I will never curse a dip to 500 again Got to pick up more shares,19
931,2014-02-13,Get Stock Market Reports on WM FB RES AAPL Try this httptcozxVSe3fymC,19
932,2014-02-13,AAPL keep a close eye on Sentiment If you are a shortterm sell at 9295,19
933,2014-02-13,RT ReformedBroker AAPL working on a set top box product with Time Warner Cable httptcoQv7EqVgWwj,19
934,2014-02-13,Extreme daytrades 100 in a day Try FREE for 1 week httptcoMbgyzpH39R FB AAPL,19
935,2014-02-13,Venezuela The Last Days of Private Enterprise httptcoTGfo2uKwm4  via PanAmPost venezuelanbonds GM PG HLF MELI AMZN AAPL TM,19
936,2014-02-13,AAPL The iPhone 6 Is Going To Have A Bigger HigherResolution ScratchProof   Business Insider httptcoijoi8VKJRF,19
937,2014-02-14,Get more info on RS SEE IBKR AAPL NASDAQ httptco2LRLbuYlWX,19
938,2014-02-14,AAPL video Sequoia Capital Invests in 6Wunderkinder httptcod3w6FYJp3R,19
939,2014-02-14,suriNotes AAPL ABC Bullish Pattern amp Targets httptcoqWiQEACVFy,19
940,2014-02-14,AAPL  The Morning Download How Bitcoin Critic Stallman Works to Maintain Pr gt httptcolHlElD4Zy5 stock stocks stockaction,19
941,2014-02-14,jimcramer would you consider buying AAPL and GOOG ,19
942,2014-02-14,AAPL adding to the position here on the 545 Calls 25 or better,19
943,2014-02-14,Whats happening with FB CIM MRVL AAPL Worth a look httptcowiEML45hUH,19
944,2014-02-14,AAPL  looking like a Mid 54250 PIN at the moment,19
945,2014-02-14,RT philstockworld Fuggedaboutit Friday  Our Trade of the Year AAPL is up 1935 amp on track and Runner Up ABX up 133 on track  ht,19
946,2014-02-14,RT YongLimbaugh This is extreme daytrading Free trial now httptcoKpOTISL3Iu AAPL GOOG,19
947,2014-02-14,AAPL Tech Watch Twitter Shares Brush Off Lockup Expiration A Target for Apple httptco9R40QpdVA3,19
948,2014-02-14,IEX Great Stock Research PCL DCI AAPL Visit httptcoJeQBMhpPOu,19
949,2014-02-14,On Trading at Noon JOSB snags Bauer AAPL amp FB in 13Fs and which stocks have winter weather blues  httptcoCokLra1hBv,19
950,2014-02-14,RT StockTwits Excluding cash GOOG is now more valuable than AAPL httptcomyrbhucbJa,19
951,2014-02-14,Apples iWatch will monitor blood oxygen levels amp heart rate httptco6Oxd9W37J5 via AppAdvice AAPL,19
952,2014-02-14,Dmrsurfside Press like CarlCIcahn in AAPL,19
953,2014-02-14,Stocks to hold onto EV ACGL AOL  AAPL StockMarket httptcoMqZKQVbj2B,19
954,2014-02-15,RT TonyDezarn Account doubling system Try FREE for 1 week httptcoK0tifSW22p AAPL PCLN,19.0
955,2014-02-15,RT TradeFlowFund When AAPL  biotech medical announce deals in the coming weeks for the new LQMT products you will think 30 was cheap,19.0
956,2014-02-15,86 Reasons Why I Hate My Cable Company TWTR VZ YELP NFLX AAPL httptcoQlN1yf3lQT customerservice,19.0
957,2014-02-15,AAPL This Apple Inc Rumor Just Wont Go Away httptco3Pb1jeQHDy,19.0
958,2014-02-15,GRPN selling ATampT AAPL iPhone 5c for 100 off 449 gt httptcofuVu5FVKoL,19.0
959,2014-02-15,RT TrentonMaddix Trades making 80 to 100 daily Try FREE for 1 week httptcoA9EOg2zXXh AAPL GOOG,19.0
960,2014-02-15,RT ZacheryDurland Triple digit returns from daytrades Free alerts for a week try now httptcoYBXcXInvHB FB AAPL,19.0
961,2014-02-15,AAPL Huge Apple Supplier Plans IPO httptcoD8stuisAIl,19.0
962,2014-02-15,RT VanOury This is extreme daytrading Sign up for Free 1 week Alerts httptco0Z3wIC1dT9 AAPL PCLN,19.0
963,2014-02-15,RT philstockworld Fuggedaboutit Friday  Our Trade of the Year AAPL is up 1935 amp on track and Runner Up ABX up 133 on track  ht,19.0
964,2014-02-15,RT TheodoreHermanc Trades produce 100 same day Sign up for Free 1 week Alerts httptcoir5mHXoJdl AAPL GOOG,19.0
965,2014-02-15,Should you hold SHW KRFT FIS  AAPL moneymanagement httptcoI8XmZrgKmy,19.0
966,2014-02-15,High performance daytrading Free alerts for a week try now httptcoYBXcXI5mtt FB AAPL,19.0
967,2014-02-15,Triple digit returns from daytrades Sign up for Free 1 week Alerts httptco0qirPC7dNb AAPL GOOG,19.0
968,2014-02-16,Apple Wants The iWatch To Predict Heart Attacks AAPL tech httptcoNzogM7n6Ki,19.0
969,2014-02-16,High performance daytrading Free alerts for a week try now httptco0qirPC7dNb AAPL GOOG,19.0
970,2014-02-16,AAPL Why buying options will guarantee a loss over timeSpreads are key My conversation with ToS 4 min mark httptcoYVJvz9EYSi SPY,19.0
971,2014-02-16,On watch for the week ETRM OREX CHTP ADMD BONI SLV GDX GLD URRE QRM CBMX VMEM SNWV PGNX AAPL ARIA Lots of interest in these,19.0
972,2014-02-16,RT WaldoIwami Maximum daytrading profits Free alerts for a week try now httptco4CqYjuyIY6 AAPL PCLN,19.0
973,2014-02-16,RT nichcarlson The Apple Exec In Charge Of Buying Companies Met With Tesla CEO Elon Musk AAPL TLSA httptcoD6a9OwWxC5,19.0
974,2014-02-16,AAPL Icahn boosts Apple stake trims Netflix per 13F httptcoklM1BN0LaD,19.0
975,2014-02-16,Killer Daytrading system for stocks futures options Free alerts for a week try now httptco2pwG5QxpaO AAPL GOOG,19.0
976,2014-02-16,RT businessinsider Apple Wants The iWatch To Predict Heart Attacks AAPL httptcoKrS2jKbfG6 by nichcarlson,19.0
977,2014-02-16,AAPL Comcasts 45 Billion Purchase Of Time Warner Cable Is Trouble For Apple TV  Business Insider httptcoUj4F495kNx,19.0
978,2014-02-16,RT SAI Apple Wants The iWatch To Predict Heart Attacks AAPL httptcoLByQkZLeb6 by nichcarlson,19.0
979,2014-02-16,RT philstockworld Fuggedaboutit Friday  Our Trade of the Year AAPL is up 1935 amp on track and Runner Up ABX up 133 on track  ht,19.0
980,2014-02-16,FT Lithium Catalyst Apple Electric iCar Coming From Tesla ILCv TNRv AAPL TSLA httptcombmBI8NQP4  china,19.0
981,2014-02-16,RT Hwayoutaline dickersonka1 Thanks For The Follow And Good Luck Trading This Tuesday AAPL F MMM GE SPY GS,19.0
982,2014-02-16,Apple AAPL is up 10 in the past 2 weeks but still lower by 3 in 2014  Apple Stocks,19.0
983,2014-02-16,Are you selling CIT TEG MJN AAPL View now httptcoTxscjj4K5d,19.0
984,2014-02-16,RT DanielEran Google has fooled the media and markets but hasnt bested TimCook  Apple AAPL GOOG httptcosYFMsJ1FUq,19.0
985,2014-02-16,Get more info on RGA APOL ALR AAPL View now httptco3QdFiOKAH7,19.0
986,2014-02-16,RT counternotions Market capMar 2000 AAPL 20B PALM 54B Feb 2014 AAPL 485B PALM  Things change,19.0
987,2014-02-16,AAPL The Biggest Threat to Apple Incs Dominance Is This 80 Smartphone httptcogIQvdzlKLE,19.0
988,2014-02-16,Todays Stocks to Watch INCY SCHW OXY AAPL economy httptconH0qglGvhX,19.0
989,2014-02-16,Looking for the next performer like TSN DEI WAG AAPL I suggest httptco5quMja3mx4,19.0
990,2014-02-16,Are you regretting your investment in HRS LAZ SIX  AAPL NASDAQ httptcopY1mKHL8bX,19.0
991,2014-02-16,MCK Wow Great Stock Research on MRVL KSS AAPL overvalued httptco3ckygSzubX,19.0
992,2014-02-17,AAPL  Forget Smartphones and Watches Are iCars and iCardio Monitors in Appl gt httptco8Gl4pAm1yj stock stocks stockaction,19.0
993,2014-02-17,Should you hold AON SWY RKT AAPL personalfinance httptcolUEhIqUJUR,19.0
994,2014-02-17,AAPL Incoming Our 9 most anticipated iPhone iPad and Android games for February   Pocket Gamer httptcoH77A2VxQDN,19.0
995,2014-02-17,RT WallStJesus Secret Tesla Meetings Is This How Apple Will Innovate AAPL TSLA httptcoSXwyxQeWCUwallstCS,19.0
996,2014-02-17,httptco2s5iY6Lcxv AAPL Feb 28 Call 390 are yielding an annual ROI of 2502,19.0
997,2014-02-17,AAPL  No An Apple Device Wont Tell You If Youre Having A Heart Attack gt httptco62bRljPVij stock stocks stockaction,19.0
998,2014-02-17,Should you buy ACAS IP TCO AAPL economy httptcotA24jdBfsA,19.0
999,2014-02-17,RT StockTwits AAPL opened its first store in Brazil yesterday iPhones were selling for a record 1174 too httptcoCHFvDdJ62H,19.0
1000,2014-02-17,RT androsForm Apple held secret meeting with Tesla San Francisco Chronicle httptcoa6eqCcqTTS via MarketWatch AAPL TSLA,19.0
1001,2014-02-17,PHOTOS This Is Supposedly the iPhone 6 httptcoRo5JcrUFqY via EntMagazine AAPL technology,19.0
1002,2014-02-17,Pumped on AAPL buyback  CSCOSince 2001 60 to 22During that time the company bought back 41 billion shares spending 85 billion,19.0
1003,2014-02-17,Buy or sell VRTX PL BEN AAPL Try this httptcoPGsdHRu4ik,19.0
1004,2014-02-17,Looking for the next performer like COG ALR ROK AAPL investing httptcodLWiQHX1Vf,19.0
1005,2014-02-17,Caution JimCramer is a PermaBull Use Hedge Fund Artificial Intelligence httptcoVLvu2rzGT1 WTW AAPL FB QQQ CMCSA,19.0
1006,2014-02-17,AAPL We Dont Need Microsoft Office for the iPad  Gotta Be Mobile httptcox1JgNGzdcO,19.0
1007,2014-02-17,Bullish on these stocks HPQ WAB GOOG  AAPL moneymanagement httptcodeGp8cWXSI,19.0
1008,2014-02-18,RT bespokeinvest Apple AAPL moved above 550 this morning regaining all of its postearnings report losses,19
1009,2014-02-18,appleinsider Apple patents MacBook with illuminated touch controls in chassis bezel amp frame httptcouI5QaWJW42 AAPL,19
1010,2014-02-18,Apple patents headphones with integrated activity health and fitness tracking Via TechCrunch AAPLhttptcoAuNaO4up8R,19
1011,2014-02-18,AAPL  MARKET SNAPSHOT US Stocks Churn Coke Weighs On Dow Nasdaq Gains httptcol832658q7j,19
1012,2014-02-18,Great Stock Research PHM SDRL FBHS  AAPL Stock httptco1cU1SGRK9E,19
1013,2014-02-18,Top Stocks today UNH RAX WMB AAPL moneymanagement httptcotst1USf2uy,19
1014,2014-02-18,AAPL Apples Latest Patent Tracks Temperature Perspiration and Heart Rate  in Your Headphones httptcoS2TMFXEymC,19
1015,2014-02-18,Short Seller Jim Chanos Long Stock Picks httptcoDHiVqWW0r1 C SNDK EOG AAPL SBUX,19
1016,2014-02-18,RT DougKass As previously reported Icahn added to AAPL in 4Q and as just announced halved his NFLX long AAPL NFLXhttptco1I4fM2HWA4,19
1017,2014-02-18,AAPL Apple Patents Headphones With Integrated Activity Health And Fitness Tracking httptco3vZK0WO0Ry,19
1018,2014-02-18,APPLE   Technicals Levels  Intraday Update  AAPL aapl  httptcoOV90ZriFsO,19
1019,2014-02-18,Missed out on some longs in AAPL,19
1020,2014-02-18,AAPL  Samsungs updated smartwatch to shun Android gt httptcosQiEWLoDba stock stocks stockaction,19
1021,2014-02-18,Stock futures up ahead of Empire Forest Labs soars httptcomVGToP1EAV AAPL,19
1022,2014-02-18,AAPL bearish candle to end the day im swinging the puts httptcoX44kvOi1JD,19
1023,2014-02-18,AAPL Is Apple the next big name in medicine amp cars httptcoCEZuWldvgM,19
1024,2014-02-18,Thinking of Investing in WTW GE DLTR AAPL Research httptcoF70MUPdCfS,19
1025,2014-02-18,AAPL I want a new black MacBook  httptcofEVfZWMAXw httptcogmw76zB3ov,19
1026,2014-02-18,AAPL Jikoji founded by Steve Jobs Zen mentor offers meditation in the midst of   San Jose Mercury News httptcoz7RqT5LQwa,19
1027,2014-02-18,Smallcap stocks setting new 52wk high prices ATK CAB GOOG  AAPL Research httptcoL6uU3JHSLi,19
1028,2014-02-18,AAPL  4 Things Investors May Have Overlooked in Apple Incs Recent Earnin gt httptcofcD7RY2qIZ stock stocks stockaction,19
1029,2014-02-18,CNBC This tech analyst says theres zero chance for an AppleTesla merger httptcokkVVDfWYTI AAPL TSLAdabiggestfish yourdream,19
1030,2014-02-18,AAPL  TubeCast shoots YouTube vids to a Chromecast from Windows Phone gt httptcoNHuHs7Dj8c stock stocks stockaction,19
