,Date,Tweets,Prices,Comp,Negative,Neutral,Positive,target
3074,2014-05-29,100 computer generated real time unbiased trade alerts httptcofMqqcgV0Yd Stocks AAPL FB TWTR GOOG AMZN NFLX MINE DNAX,22.692142,-0.0258,0.061,0.939,0.0,0
3075,2014-05-29,AAPL Apple Inc AAPL to Acquire Beats in 3B Deal httptcoNopervb0dr,22.692142,0.0,0.0,1.0,0.0,1
3076,2014-05-29,Dr Dre with NWA Dr Dre with Apple So is Tim Cook like the EazeE of this operation AAPL httptcoSW4k0twE6T,22.692142,0.3612,0.0,0.884,0.116,2
3077,2014-05-29,RT TopTechStocks Apple to get Beats music mogul Iovine for 3 billion httptcoOl2MxNVJEO AAPL tech stocks,22.692142,0.0,0.0,1.0,0.0,1
3078,2014-05-29,RT TopTechStocks Apple hopes Beats cofounders ear can help amid dying music industry httptcoRnPQbP0Tja AAPL tech stocks,22.692142,0.6705,0.0,0.732,0.268,2
3079,2014-05-29,RT DayTradersGroup Check out our very Latest Stock options positions httptcoIhHD4XK4ZR PCLN AAPL SPY MU FB NFLX TSLA AMZN ,22.692142,0.0,0.0,1.0,0.0,1
3080,2014-05-29,RT BW Apples spending on acquisitions jumped 87 percent last quarter httptcoq620I8M0de AAPL,22.692142,0.0,0.0,1.0,0.0,1
3081,2014-05-29,AAPL Apple officially buying Beats for 3 billion httptcorWOQdh6lFm,22.692142,0.0,0.0,1.0,0.0,1
3082,2014-05-29,Great  Stock Newsletter you must have DPS TSN CNA AAPL wallstreet httptcoS2QoW9HqIb,22.692142,0.6249,0.0,0.728,0.272,2
3083,2014-05-29,CBOE Looking for the next STJ X AAPL overvalued httptco3lo3mlSQm5,22.692142,0.0,0.0,1.0,0.0,1
3084,2014-05-29,RT StockTwits AAPL just hit another new 52week high at 63644share Its now the StockTwits top trending ticker httptco9pcnGXi2,22.692142,0.2023,0.0,0.909,0.091,2
3085,2014-05-29,FoxonStocks Loooong AAPL all you want after tonight but Patty Kane is pure money Four assists tonight,22.692142,0.0387,0.0,0.933,0.067,2
3086,2014-05-29,RT freddiethekat Iovine key to Apple in Beats buy but he lacks title  via reuters AAPL httptco53q7pKRwmM,22.692142,0.0,0.0,1.0,0.0,1
3087,2014-05-29,AAPL  Stocks Set For Higher Start GDP Disappoints gt httptco8tZ5FjBDlt stock stocks stockaction,22.692142,-0.128,0.166,0.701,0.134,0
3088,2014-05-29,AAPL Stocks Set For Higher Start GDP Disappoints httptco5NUiE2L3wi,22.692142,-0.3818,0.245,0.755,0.0,0
3089,2014-05-29,AAPL received a new alert Find out why at httptcoWHJp8eTsSr stocks daytrading trading mkt  NYSE NASDAQ markets 231,22.692142,0.296,0.0,0.879,0.121,2
3090,2014-05-29,RT AriaTannians Apple Agrees to Buy Beats for 3 Billion  Update AAPL httptcoX7P6Q770ee via ForTraders,22.692142,0.2023,0.0,0.878,0.122,2
3091,2014-05-29,Stocks Im keeping my Eye onshould you TXN CAM LYB AAPL Stock httptcoo6vtP5WwMf,22.692142,0.694,0.0,0.717,0.283,2
3092,2014-05-29,Bloomberg  AAPL Agrees to Buy Beats Electronics for 3 Billion httptco7oJtZJBYvu techmampa beatsbyapple DrDre JimmyIovine Carlyle,22.692142,0.2023,0.0,0.886,0.114,2
3093,2014-05-29,RT smartertrader AAPL lol   wants higher  throw your charts away  meaningless   throw your pinning number away  irrelevant,22.692142,0.0516,0.138,0.667,0.195,2
3094,2014-05-29,Not everyone is sweet on AAPL We hear from a skeptic tonight on bizrpt,22.692142,-0.5236,0.285,0.715,0.0,0
3095,2014-05-29,AAPL Apple fashion fruit httptcoVESLD7ZGzY,22.692142,0.0,0.0,1.0,0.0,1
3096,2014-05-29,Looking for the next winners like HON XEC TTC AAPL wealthmanagement httptco6zMxUE583Q,22.692142,0.6808,0.0,0.641,0.359,2
3097,2014-05-29,100 computer generated real time unbiased trade alerts httptcoHPEGvd7qHJ Stocks AAPL FB TWTR GOOG AMZN NFLX MINE DNAX,22.692142,-0.0258,0.061,0.939,0.0,0
3098,2014-05-29,AAPL Apple and Tim Cook Critics Its Time to Shut Up httptcophIdwHpScR,22.692142,-0.296,0.167,0.833,0.0,0
3099,2014-05-30,JimCramers Top Stock Picks PLKI MKTO FUEL RUBI PRGO AAPL httptcoV3RxcA9rT6,22.607143,0.2023,0.0,0.847,0.153,2
3100,2014-05-30,Arbitrary allocation to pay up for the stars the real value in the deal httptco5uKQRKhLtK Related reading httptcoTlo77YjQQ7 AAPL,22.607143,0.25,0.067,0.817,0.115,2
3101,2014-05-30,RT livetradepro Setups I liked today that well be watching tomorrow  DANG TWTR FB SINA AAPL FUEL long GOGO short  Others htt,22.607143,0.5994,0.0,0.795,0.205,2
3102,2014-05-30,Mercenary Links May 30th Hot Clip httptcoflekxWdlbr GOOG AAPL AMZN INP EURUSD TAN,22.607143,0.0,0.0,1.0,0.0,1
3103,2014-05-30,RT potnik15 DayTradersGroup Just another impressive day FB F SPY AAPL account up 18 today 481 for the week 1606 since service ,22.607143,0.5106,0.0,0.858,0.142,2
3104,2014-05-30, AAPL should use its nearly 160 billion in cash to buy the entire NBA Take that Steve Ballmer iHoops LaMonicaBuzz,22.607143,0.0,0.0,1.0,0.0,1
3105,2014-05-30,AAPL gained 136 on my words SMILEMONDAY UPltgtltgtltgt 750 soon,22.607143,0.3818,0.0,0.776,0.224,2
3106,2014-05-30,PRGO Are you considering selling  TWO LUV AAPL Visit httptconmCkqo2vW3,22.607143,0.0,0.0,1.0,0.0,1
3107,2014-05-30,AAPL AAPL httptco3W37V06lSl,22.607143,0.0,0.0,1.0,0.0,1
3108,2014-05-30,Bad Invesments like got you down AVX JEC SNH AAPL economy httptcomczjUEqgE0,22.607143,-0.25,0.219,0.625,0.156,0
3109,2014-05-30,RT WSJ Apple is paying just under 500 million for Beats Musics streaming service AAPL httptcoKoH3NoejyP,22.607143,0.0,0.0,1.0,0.0,1
3110,2014-05-30,ThisisXian  lol Youre welcome Thx for reading amp your feedback AAPL very stretched now so sell on news is likely Better to react tho,22.607143,0.8807,0.0,0.641,0.359,2
3111,2014-05-30,Sold 15 pct of AAPL The naysayers have been wrong for quite some time but its moved 230 since last July Worth taking a little off,22.607143,0.0772,0.075,0.839,0.086,2
3112,2014-05-30,ESF NQF PCLN AAPL NFLX CMG Have a very nice weekend This was a great week considering how short it was,22.607143,0.8016,0.0,0.703,0.297,2
3113,2014-05-30,AAPL Max Pain is 62000 for maturity 05302014  Last close  63715 httptcoFGLljUSpBN,22.607143,-0.5106,0.231,0.769,0.0,0
3114,2014-05-30,Apple hits new Beats ahead of WWDC httptcoqM6UCtfxOE AAPL tech stocks,22.607143,0.0,0.0,1.0,0.0,1
3115,2014-05-30,Do you need Stock Research on  SYMC CSL NEU AAPL investing httptcovEzG5xDYjN,22.607143,0.0,0.0,1.0,0.0,1
3116,2014-05-30,AAPL next monday will make some significant announcements as 118 of its 235 developers workshops have unannouncedredacted titles ,22.607143,0.2023,0.0,0.904,0.096,2
3117,2014-05-30,AAPL  Apple Can It Avoid WWDC SellOff Asks BTIG gt httptcowonnaYf0iS stock stocks stockaction,22.607143,-0.0258,0.135,0.736,0.129,0
3118,2014-05-30,Back to NBA market  AAPL,22.607143,0.0,0.0,1.0,0.0,1
3119,2014-05-30,AAPL Apple gains more support with WWDC on tap httptco6U6uz2f4Jz,22.607143,0.659,0.0,0.597,0.403,2
3120,2014-05-30,RT DayTradersGroup a little inspiration buy amp hold stock options SPY AAPL F GLD LNKD TSLA QQQ IWM BAC WFC XLF RealTime ht,22.607143,0.4779,0.0,0.866,0.134,2
3121,2014-05-30,AAPL Apple Buys Beats Why Pandora Shouldnt Worry httptcoy0EDDJNDO9,22.607143,0.3412,0.0,0.769,0.231,2
3122,2014-05-30,RT DayTradersGroup Check out our very Latest Stock options positions httptcoIhHD4XK4ZR PCLN AAPL SPY MU FB NFLX TSLA AMZN ,22.607143,0.0,0.0,1.0,0.0,1
3123,2014-05-30,AAPL  Apple Prepares a Home Invasion as Marvel Beats a Retreat gt httptcomxzuUbPLqg stock stocks stockaction,22.607143,0.6908,0.0,0.621,0.379,2
3124,2014-05-30,RT AlfredoGilham AAPL Apple Incs Beats Deal  What You Need to Know httptcovusi2SnLNW,22.607143,0.0,0.0,1.0,0.0,1
3125,2014-05-30,RT carlquintanilla Goldman takes AAPL price target to 720 via toddbonin CNBC,22.607143,0.0,0.0,1.0,0.0,1
3126,2014-05-30, Apple Paying Less Than 500 Million for Beats Music Streaming Service httptcokPragFpEEX AAPL tech stocks,22.607143,0.0,0.0,1.0,0.0,1
3127,2014-05-30,GES GOOG AAPL MSFT EXPR Market Pulse 10 billion worries for BNP Thomson Reuters Reuters Insider httptco5UoM06BHNt,22.607143,-0.4215,0.149,0.851,0.0,0
3128,2014-05-30,Lets ROCK the markets  OODH BRK MCD AOL NFLX TSLA MMM GOLD IAU GMCR WMT VZ KO AAPL FB PGOL IAG CAT AA GOOG P C ,22.607143,0.0,0.0,1.0,0.0,1
3129,2014-05-30,Here are some Stocks to Watch I FNF KRO  AAPL overvalued httptcoHiBm0hoVn3,22.607143,0.0,0.0,1.0,0.0,1
3130,2014-05-30,RT philstockworld 11 Trade Ideas Today AAPL FCX NEM NFLX SCO SDS SPY SQQQ TZA UBNT USO WYNN  httptcodVezL0JtTJ,22.607143,0.0,0.0,1.0,0.0,1
3131,2014-05-30,RT philstockworld LongTerm Portfolio Review 29 Trades in 6 Months  Up 19  Details AAPL ABX BTU CLF EBAY LULU RIG TWTR   htt,22.607143,-0.3034,0.1,0.9,0.0,0
3132,2014-05-30,Week in Review 2 Resurrection When AAPL Innovates It Changes the World AAPL Has Found its Post Jobs Identity httptcokOf17Bx3iM,22.607143,0.4588,0.0,0.857,0.143,2
3133,2014-05-30,Looking for more info on ENDP WEC TSO AAPL Click httptcoCYBJu6kzU6,22.607143,0.0,0.0,1.0,0.0,1
3134,2014-05-30,AAPL Apple gains more support with WWDC on tap httptcoaKeSqMfFoK,22.607143,0.659,0.0,0.597,0.403,2
3135,2014-05-31,Stock Watchlist you should be looking at CMG HHC LYB AAPL View now httptcoTE7wbwlEfq,22.5294645,0.694,0.0,0.733,0.267,2
3136,2014-05-31,RT philstockworld LongTerm Portfolio Review 29 Trades in 6 Months  Up 19  Details AAPL ABX BTU CLF EBAY LULU RIG TWTR   htt,22.5294645,-0.3034,0.1,0.9,0.0,0
3137,2014-05-31,Smallcap stocks breaking 52wk high prices AWI AMD K  AAPL wealthmanagement httptcohwk9E8Aa52,22.5294645,0.0,0.0,1.0,0.0,1
3138,2014-05-31,Hungry for new Apple products Good Theyre coming httptcoQzMaZuT6iO AAPL,22.5294645,0.4404,0.0,0.756,0.244,2
3139,2014-05-31,Looking for the next winners like HUN BDX UA AAPL money httptcooqv8n4XhrM,22.5294645,0.6808,0.0,0.641,0.359,2
3140,2014-05-31,Is it breakout time on JDSU COF ZION AAPL Research httptcoJjtr4GMmvG,22.5294645,0.0,0.0,1.0,0.0,1
3141,2014-05-31,AAPL The iPhone 6 Rumors Heat Up httptcoG4l41jiwEB,22.5294645,0.0,0.0,1.0,0.0,1
3142,2014-05-31,Insider Trading updates on WY ADP ZTS AAPL moneymanagement httptcozmdcjlmTaY,22.5294645,0.0,0.0,1.0,0.0,1
3143,2014-05-31,Are you thinking of Investing in ROC BBT DRQ AAPL Must see httptcoLkxk04cHWt,22.5294645,0.0,0.0,1.0,0.0,1
3144,2014-05-31,AAPL  The Z3 Might Backstop BlackBerrys Eroding Market Share gt httptcomaQHDo8JbB stock stocks stockaction,22.5294645,0.5106,0.0,0.736,0.264,2
3145,2014-05-31,RT philstockworld 11 Trade Ideas Today AAPL FCX NEM NFLX SCO SDS SPY SQQQ TZA UBNT USO WYNN  httptcodVezL0JtTJ,22.5294645,0.0,0.0,1.0,0.0,1
3146,2014-05-31,antonwahlman Your post on httptco4tuWFfgV0y about the new Chromebase was great MSFT amp AAPL better watch out,22.5294645,0.7906,0.0,0.682,0.318,2
3147,2014-05-31,Looking for the next A WLP GRPN AAPL money httptcoJdU4Hop897,22.5294645,0.0,0.0,1.0,0.0,1
3148,2014-05-31,Apple Incs World Wide Developer Conference 3 MustWatch Storylines AAPL httptco4E0vSOaDCL,22.5294645,0.0,0.0,1.0,0.0,1
3149,2014-05-31,Will Samsungs S5 Success Hurt Apple Inc SSNLF httptcod03td3n7x0 via themotleyfool AAPL,22.5294645,0.0772,0.199,0.585,0.216,2
3150,2014-05-31,AAPL Wolff The unlikely marriage of Apple and Beats httptcoa8md7deBnU,22.5294645,0.0,0.0,1.0,0.0,1
3151,2014-05-31,AAPL stock content charts analysis amp more    Free    httptcoZ1XoDlzgGq,22.5294645,0.5563,0.0,0.69,0.31,2
3152,2014-05-31,RT firstadopter 60 of Top 25 Tech Companies Founded by 1st amp 2nd generation Americans Immigrants gt AAPL GOOG ORCL AMZN EBAY http,22.5294645,0.4404,0.0,0.843,0.157,2
3153,2014-05-31,AAPL Apples Longtime Public Relations VP Retires httptcomuTwAhL8OL,22.5294645,0.0,0.0,1.0,0.0,1
3154,2014-05-31,RT Adrianaox065 GREAT 2week trade by me httptcoKkgxy8ygH5 sold early BIG win for subs FB TWTR AAPL httptco1gb89VP42n,22.5294645,0.8636,0.0,0.65,0.35,2
3155,2014-05-31,Stocks you might want to  hold onto AAPL PRU DDS FEYE money httptcoRzcIG3qld9,22.5294645,0.0772,0.0,0.902,0.098,2
3156,2014-06-01,RT CoryTV Context the 3b cost to Apple for Beats equals 11 days of iPhone sales AAPL,22.5294645,0.0,0.0,1.0,0.0,1
3157,2014-06-01,Insider Trading updates on AEE ORLY SYMC AAPL StockMarket httptcowmgJtSMXB2,22.5294645,0.0,0.0,1.0,0.0,1
3158,2014-06-01,Moores Law Amplifies Your Investment Return INTC SWKS httptcoJCGFoLxIGH via themotleyfool AAPL,22.5294645,0.0,0.0,1.0,0.0,1
3159,2014-06-01,AAPL video Look for Workers to Rejoin Labor Force in Next Weeks Jobs Repo httptcos6yV5Bx91U,22.5294645,0.0,0.0,1.0,0.0,1
3160,2014-06-01,NSM Get great research on stocks CLI KR AAPL financialnews httptcoragzcWU4NW,22.5294645,0.6249,0.0,0.709,0.291,2
3161,2014-06-01,With no amazing devices due at WWDC Apples Tim Cook feels the heat AAPL aaplhttptcoSQp1DxgUsr,22.5294645,0.3818,0.116,0.684,0.2,2
3162,2014-06-01,LQMT up 28 on Friday with news of AAPL announcing iPhone iWatch using LiquidMetal and Sapphire glass TASR CCI MON CLX ZQK TEL,22.5294645,0.0,0.0,1.0,0.0,1
3163,2014-06-01,RT Fitzstock2004 AAPL update httptcoPPsoEmvWVB,22.5294645,0.0,0.0,1.0,0.0,1
3164,2014-06-01,AAPL Apple Is It Time To Take Profits AAPL httptcoAX02pllOv1,22.5294645,0.4404,0.0,0.756,0.244,2
3165,2014-06-01,RT PharmaAnalyst LQMT will see very large gains on rumorsleaks of AAPL patentsproducts iPhone iWatch at Apple Conference Hedge Fun,22.5294645,0.7165,0.0,0.751,0.249,2
3166,2014-06-01,CAR Are you thinking of selling LOW WWAV  AAPL Visit httptco5pXSe1FUOp,22.5294645,-0.4278,0.221,0.779,0.0,0
3167,2014-06-01,AAPL 1 Great Sign From Apple Incs Beats Acquisition httptcoCOLTM533Wa,22.5294645,0.6249,0.0,0.661,0.339,2
3168,2014-06-02,Watch me trade live for 308 in profits  view video here httptcojjOKbwf1SS MINE ERBB NWGC FB TSLA AAPL SIRI LNKD KKD MNGA,22.451786,0.4404,0.0,0.879,0.121,2
3169,2014-06-02,AAPL The Real Reason Apple Wants You to Talk to Your House httptcoLKwGSNCyOl,22.451786,0.0,0.0,1.0,0.0,1
3170,2014-06-02,RT WSJ Apple today unveiled iOS 8 and OS X Yosemite at WWDC14 httptco45JaElURR1 AAPL,22.451786,0.0,0.0,1.0,0.0,1
3171,2014-06-02,RT smartertrader AAPL Up 100 NFLX Up 100 GOOGL Up 65 PCLN Up 150 TSLA Up 35  so which on hasnt moved  AMZN Next 345 coming ,22.451786,0.0,0.0,1.0,0.0,1
3172,2014-06-02,Apple WWDC Crystal Ball  httptcosJ7FgHivsR AAPL WWDC apple,22.451786,0.0,0.0,1.0,0.0,1
3173,2014-06-02,Subscribe to our daily stock alerts here   httpstcolaTs9xT4iT trading investing wealth FB TWTR AAPL LNKD,22.451786,0.4939,0.0,0.814,0.186,2
3174,2014-06-02,AAPL  Apples Latest Offering Explores the Great Indoors httptcoUXTZwwooY2,22.451786,0.6249,0.0,0.661,0.339,2
3175,2014-06-02,AvidaCapitalGroup AAPL going over the WWDC live httptcocmvf5ggMmn SPY up 22 on the puts so far sold half Still live,22.451786,0.0,0.0,1.0,0.0,1
3176,2014-06-02,Earnings news on MNK ANAT JCP AAPL investing httptcoxZDPUNmATx,22.451786,0.0,0.0,1.0,0.0,1
3177,2014-06-02,CthruHD nah AAPL gonna scoop it upits a bargain down here budlmao,22.451786,0.25,0.109,0.625,0.266,2
3178,2014-06-02,AAPL 62724 576 091 wat,22.451786,0.0,0.0,1.0,0.0,1
3179,2014-06-02,RT DayTradersGroup our FB add on up 15 already this morning OhYEAH httptcoPP7ZLqz7MZ AAPL TWTR GOOG SPY SPX IWM EEM XLF h,22.451786,0.0,0.0,1.0,0.0,1
3180,2014-06-02,RT scottbudman Sportscar at WWDC Either a sign of an Apple carrelated product or just Dr Dres parking space AAPL httptcoN3FZ,22.451786,0.0,0.0,1.0,0.0,1
3181,2014-06-02,BTU Great Stock Newsletter on TRI MTW AAPL newsletter httptcoKPTboGi1JA,22.451786,0.6249,0.0,0.687,0.313,2
3182,2014-06-02,VZ Considering investing in LAMR JW AAPL financialnews httptcoVYmzoWZlkS,22.451786,0.516,0.0,0.706,0.294,2
3183,2014-06-02,AAPL announcements big yawn They can do better,22.451786,0.4404,0.0,0.707,0.293,2
3184,2014-06-02,RT businessinsider Swype Androids coolest feature is FINALLY coming to the iPhone AAPL httptcoFoQKielyFp,22.451786,0.0,0.0,1.0,0.0,1
3185,2014-06-02,RT WrigleyTom How quickly Apples WWDC tickets have SoldOut 2008present via bsurveillance httptco1nKrKAIj5p WWDC14 AAPL http,22.451786,0.0,0.0,1.0,0.0,1
3186,2014-06-02,So if Hollywood were to make a movie out of this epically long WWDC keynote who would play Craig Federighi John Slattery perhaps AAPL,22.451786,0.34,0.0,0.902,0.098,2
3187,2014-06-02,RT AAPL CNBCnow Apple shows off HomeKit a home automation feature with Siri integration and secure pairing httptcoPp9mS3rdN6,22.451786,0.34,0.0,0.87,0.13,2
3188,2014-06-02,CLOUDKIT is FREE w limitsAAPL,22.451786,0.6166,0.0,0.427,0.573,2
3189,2014-06-02,Keep one eye on AAPL WWDC at the Moscone Center So far theyre talking software OS upgrades,22.451786,0.0,0.0,1.0,0.0,1
3190,2014-06-02,RT Kuspit1 AAPL lanza nuevo Sistema Operativo llamado Yosemite IPC BMV FTR1,22.451786,0.0,0.0,1.0,0.0,1
3191,2014-06-02,WWDC AAPL FTR1 SAFARI ITS BETTER KNOW,22.451786,0.4404,0.0,0.674,0.326,2
3192,2014-06-02,Chills AAPL,22.451786,0.0,0.0,1.0,0.0,1
3193,2014-06-02,RT ppearlman Cook should be comparing Maverick to Android and Chrome and not the limping Windows 8 AAPL GOOG MSFT,22.451786,0.0,0.0,1.0,0.0,1
3194,2014-06-02,Developing MSFT working on a new Yellowstone OS AAPL,22.451786,0.0,0.0,1.0,0.0,1
3195,2014-06-02,dasan Why not Everyone loves the idea of a redneck calling out to a person of MidEastern origin  Yosemite  AAPL,22.451786,-0.4585,0.15,0.85,0.0,0
3196,2014-06-02,RT scottbudman Apple New Operating system named Yosemite WWDC AAPL,22.451786,0.0,0.0,1.0,0.0,1
3197,2014-06-02,AAPL good bye adfred  alfredapp  Apple absorbs more functionality from app providors,22.451786,0.4404,0.0,0.791,0.209,2
3198,2014-06-02,AAPL Apples HardtoFind Downloads Send Zombie Apps to Grave httptco83dOeoZXsz,22.451786,-0.3818,0.224,0.776,0.0,0
3199,2014-06-02,AAPL The Cutting Edge and Big Business of iPhone Repair httptcoMG3zJbrC13,22.451786,-0.128,0.13,0.87,0.0,0
3200,2014-06-02,Wow only 5 RT BIVideo These are the 5 things the iPhone6 needs to copy from the Samsung Galaxy S5 httptcorJiE4m4KXT AAPL,22.451786,0.5859,0.0,0.833,0.167,2
3201,2014-06-02,PDCO Seeking the next stock like LXK AMGN AAPL Research httptco72XSB8aQNM,22.451786,0.3612,0.0,0.8,0.2,2
3202,2014-06-02,AAPL South Korean robots lead the world httptcocYyF3R3Zb8,22.451786,0.0,0.0,1.0,0.0,1
3203,2014-06-02,Earnings news on INT TK FRX AAPL Visit httptcopm3UCHPqDM,22.451786,0.0,0.0,1.0,0.0,1
3204,2014-06-02,RT TheStalwart WWDC mildly disappointing to the retail set but AAPL finding support at a key Fibonacci level so its hanging in there,22.451786,0.3506,0.082,0.78,0.138,2
3205,2014-06-02,AAPL received a new alert Find out why at httptcoWHJp8eTsSr stocks daytrading trading mkt  NYSE NASDAQ markets 216,22.451786,0.296,0.0,0.879,0.121,2
3206,2014-06-02,RT zerobeta AAPL is announcing a connected ecosystem around healthcare data on your phone and we are like Wheres the fcking TV,22.451786,0.3612,0.0,0.889,0.111,2
3207,2014-06-02,RT LaMonicaBuzz And now we have CloudKit To go along with HomeKit and HealthKit Whats next EarthaKit The Catwoman app AAPL,22.451786,0.0,0.0,1.0,0.0,1
3208,2014-06-02,RT jonfortt This was the newsiest most significant AAPL WWDC keynote in a long time SquawkAlley,22.451786,0.2716,0.0,0.87,0.13,2
3209,2014-06-02,Apples Latest AdStravaganza httptcoaO3OmDpBoF AAPL via HerbGreenberg httptcozvWz01t8DT,22.451786,0.0,0.0,1.0,0.0,1
3210,2014-06-02,RT bitcoininfo It Looks Like Apple Just Opened The Door For Bitcoin Apps httptcoK0ueYaSN33 via sai meganrosedickey AAPL,22.451786,0.3612,0.0,0.872,0.128,2
3211,2014-06-02,TECH STOCKS Apple Slips As It Unveils IOS8 Broadcom Rises httptco63nrIGmVNm AAPL BRCM FB GOOGL HPQ COMP DJI NDX S500 MS,22.451786,0.0,0.0,1.0,0.0,1
3212,2014-06-02,will look at getting back into AAPL diagonal spreads after the splitdont want to deal with it until then,22.451786,0.0772,0.0,0.933,0.067,2
3213,2014-06-02,RT WSJ Heres what to expect from Apples upcoming WWDC keynote httptco087LaYvmMi AAPL httptcogxk8mv6m2y,22.451786,0.0,0.0,1.0,0.0,1
3214,2014-06-02,AAPL video Hints at Apple surprises httptcozmLlKZ0kM3,22.451786,0.2263,0.0,0.759,0.241,2
3215,2014-06-02,I just asked Siri what time WWDC started today and it didnt know just sent me to a Bing search AAPL timcook,22.451786,0.0,0.0,1.0,0.0,1
3216,2014-06-02,Are you thinking of selling KLAC AIG MUR AAPL liquidity httptcoh0ohsdl2hx,22.451786,0.0,0.0,1.0,0.0,1
3217,2014-06-02,RT DayTradersGroup Check out our very Latest Stock options positions httptcoIhHD4XK4ZR PCLN AAPL SPY MU FB NFLX TSLA AMZN ,22.451786,0.0,0.0,1.0,0.0,1
3218,2014-06-02,RT carlquintanilla Technician MarkNewtonCMT says consolidation makes sense in AAPL Targets 592 before can regain Sept 12 high of ,22.451786,0.0,0.0,1.0,0.0,1
3219,2014-06-02,RT carlquintanilla Always nice to be back in SFO See you tmrw on CNBC from Apples Developers Conference AAPL WWDC httptcognfbL,22.451786,0.4215,0.0,0.877,0.123,2
3220,2014-06-02,AAPL Screenshot of Iphone 6 on Apples website Now Removed To be revealed at WWDC httptcoEt17m1X1yH,22.451786,0.0,0.0,1.0,0.0,1
3221,2014-06-02,AAPL Apple AAPL WWDC 2014 iOS 8 and OS X 1010 CEO Tim Cook to unveil new  httptco7PzAyedHp7,22.451786,0.0,0.0,1.0,0.0,1
3222,2014-06-02,Dont expect Apple to say much about Beats at WWDC because the acquisition doesnt finalize until the September quarter AAPL,22.451786,0.0,0.0,1.0,0.0,1
3223,2014-06-02,AAPL conference to begin at 1 pm GTAT,22.451786,0.0,0.0,1.0,0.0,1
3224,2014-06-02,AAPL unveils a new programming language Swift ObjectiveC without the C,22.451786,0.2023,0.0,0.816,0.184,2
3225,2014-06-02,My twitter stream is filled with useful data from ASCO14 and people breathlessly talking about AAPLs new OS,22.451786,0.4404,0.0,0.854,0.146,2
3226,2014-06-02,jonfortt 3 big tasks for AAPL WWDC2014 1 Redefine narrative 2 Tools for new iPhone size 3 Revitalize iPad w software,22.451786,0.0,0.0,1.0,0.0,1
3227,2014-06-02,RT carlquintanilla WWDC14 TV madness CNBC AAPL CNBCJosh httptcos0gKxHoZI4,22.451786,-0.4404,0.266,0.734,0.0,0
3228,2014-06-02,RT engadget Miss anything from todays WWDC keynote Catch up with all the AAPL news at our Event Hub httptcoVoLWY0onRi httpt,22.451786,-0.1531,0.074,0.926,0.0,0
3229,2014-06-02,RT SwingTradeAlert THEFLYNEWSAAPL Apple set up possible iWatch for later in year says Piper Jaffray Full Story httptcoP1v3D2g4LD,22.451786,0.0,0.0,1.0,0.0,1
3230,2014-06-02,AAPL  Apple Unveils New Operating System at WWDC gt httptco0vFpp1IeVh stock stocks stockaction,22.451786,0.2732,0.0,0.851,0.149,2
3231,2014-06-02,RT ReutersLive Apple says now sold well over 800 million iOS mobile devices Live coverage of WWDC14 httptco3clISGIeNf AAPL,22.451786,0.2732,0.0,0.896,0.104,2
3232,2014-06-02,AAPL Apple Is Set to Make a Bigger Push Into Monitoring Health and Home httptcoh911VZM6J2,22.451786,0.0,0.0,1.0,0.0,1
3233,2014-06-02,Stock Market Reports on stocks like BRO RAI ED AAPL NSE httptcoIte77ALyk8,22.451786,0.3612,0.0,0.815,0.185,2
3234,2014-06-02,Why Apple can become a bigger force in the digital music industry P AAPL httptcolM3DbrZS1N,22.451786,0.0,0.0,1.0,0.0,1
3235,2014-06-02,AAPL Bears all happy down 79  They forget we are up 12 last 30 days,22.451786,0.4215,0.102,0.699,0.199,2
3236,2014-06-02,BROADCOM BRCM popping 12 in preMARKET trading AAPL gaining as their Developer Conference begins OPEN should be mostly GREEN TRADING,22.451786,0.4215,0.0,0.872,0.128,2
3237,2014-06-02,Apple WWDC 2014 What to Expect httptcokz35meaHtr AAPL Apple,22.451786,0.0,0.0,1.0,0.0,1
3238,2014-06-03,How Apples iPhones Might Become An Indispensable Piece Of Equipment Again AAPL  GOOG GOOGL SSNLF httptcowzWn9HQVrH,22.769285,0.0,0.0,1.0,0.0,1
3239,2014-06-03,AAPL we dont trade price because of stock splits we trade price based on RRhigh odds setupOur model support caused the days low was 628,22.769285,0.1531,0.076,0.827,0.097,2
3240,2014-06-03,HD Some Stocks to Watch WYN MCHP AAPL Stock httptcoLcxm5FK1fs,22.769285,0.0,0.0,1.0,0.0,1
3241,2014-06-03,RT jonfortt Coming on SquawkCNBC at the top of the hour to discuss the stakes involved with AAPLs biggest WWDC keynote in recent memo,22.769285,0.2023,0.0,0.927,0.073,2
3242,2014-06-03,AAPL Apple WWDC 2014 The Six Things You Need to Know httptcoTIjwO2msu8,22.769285,0.0,0.0,1.0,0.0,1
3243,2014-06-03,Cringiest part of AAPL acquisition of Beats reading Dr Dre lyrics quoted in financial articles,22.769285,0.0,0.0,1.0,0.0,1
3244,2014-06-03,Apple WWDC What Wall Streets Saying httptcoulqEv96pnD AAPL tech stocks,22.769285,0.0,0.0,1.0,0.0,1
3245,2014-06-03,RT lcooney ValaAfshar The smartphone global market GOOG gt AAPL httptcoc6nOs0VX3N  httptcoGfFExDKcMW lt open platform inno,22.769285,0.2732,0.0,0.877,0.123,2
